age,job,education,balance,contact,deposit
78,management,tertiary,7607.7,cellular,yes
25,services,tertiary,1270.25,cellular,no
33,services,tertiary,2221.29,telephone,yes
65,services,secondary,1341.27,telephone,no
78,services,tertiary,2222.94,telephone,yes
32,technician,secondary,2099.85,unknown,yes
82,retired,tertiary,819.82,cellular,yes
39,housemaid,primary,334.47,unknown,no
20,services,primary,4803.89,unknown,no
71,technician,tertiary,1327.17,cellular,yes
31,unemployed,secondary,1762.59,unknown,no
53,blue-collar,primary,2830.16,unknown,no
84,self-employed,secondary,1579.82,unknown,yes
27,technician,primary,3013.92,unknown,yes
66,technician,secondary,287.11,cellular,no
82,management,secondary,5581.68,unknown,yes
74,retired,tertiary,402.35,cellular,no
44,management,tertiary,1063.94,cellular,no
92,management,secondary,1447.13,cellular,no
22,technician,tertiary,2766.14,cellular,no
88,management,tertiary,384.43,cellular,no
74,blue-collar,secondary,1989.44,cellular,yes
32,management,tertiary,817.51,cellular,yes
93,blue-collar,secondary,2564.62,cellular,yes
47,management,tertiary,2596.26,unknown,no
37,services,secondary,334.02,unknown,no
54,services,tertiary,2348.16,cellular,yes
20,management,secondary,2497.5,unknown,no
90,admin.,secondary,3529.5,cellular,no
58,blue-collar,tertiary,1775.76,cellular,no
56,unemployed,tertiary,745.52,cellular,no
43,services,unknown,1634.61,unknown,yes
19,admin.,primary,6073.87,cellular,yes
40,student,tertiary,3376.79,cellular,no
40,technician,secondary,1051.61,unknown,no
33,technician,secondary,5326.64,cellular,yes
26,services,secondary,2817.29,cellular,no
30,blue-collar,secondary,3632.33,cellular,yes
45,services,primary,2016.03,cellular,no
44,management,secondary,3194.4,cellular,no
68,management,secondary,3553.9,telephone,no
81,admin.,secondary,363.87,cellular,no
69,services,secondary,5380.15,cellular,no
55,blue-collar,secondary,3440.21,unknown,yes
82,retired,tertiary,1517.04,cellular,yes
35,admin.,secondary,2560.88,telephone,no
80,technician,tertiary,2286.5,telephone,yes
68,retired,tertiary,3540.47,unknown,no
26,blue-collar,tertiary,810.12,cellular,no
30,services,tertiary,1141.34,unknown,yes
57,management,tertiary,1753.65,cellular,yes
72,technician,secondary,1057.0,cellular,no
60,services,secondary,2260.84,cellular,no
61,admin.,primary,789.05,cellular,yes
85,blue-collar,secondary,1233.2,unknown,yes
50,management,secondary,511.75,telephone,no
41,blue-collar,secondary,2268.84,unknown,no
53,blue-collar,tertiary,861.7,cellular,yes
27,blue-collar,secondary,2039.75,cellular,no
37,services,tertiary,907.33,telephone,no
92,technician,tertiary,3640.14,cellular,yes
29,student,secondary,3284.17,cellular,yes
79,blue-collar,secondary,1312.95,cellular,no
35,unemployed,tertiary,1592.09,cellular,yes
80,admin.,secondary,3488.69,unknown,yes
42,services,secondary,1926.29,cellular,no
29,blue-collar,secondary,3533.25,cellular,yes
38,admin.,tertiary,2338.41,cellular,no
42,management,tertiary,3625.38,cellular,yes
28,management,secondary,875.98,cellular,no
81,admin.,tertiary,1401.66,cellular,yes
90,technician,tertiary,3638.66,telephone,no
67,services,secondary,5424.06,unknown,no
79,admin.,secondary,841.9,unknown,no
66,retired,primary,857.78,unknown,yes
31,technician,tertiary,444.16,unknown,no
18,technician,tertiary,2290.94,cellular,yes
42,housemaid,secondary,1131.94,cellular,yes
76,management,tertiary,6273.91,unknown,yes
89,management,tertiary,4056.95,unknown,no
86,blue-collar,secondary,5062.38,cellular,no
22,housemaid,primary,313.05,unknown,no
36,admin.,secondary,5645.93,cellular,yes
40,management,secondary,2343.08,unknown,no
26,retired,secondary,466.25,unknown,no
67,services,tertiary,888.05,unknown,no
33,blue-collar,tertiary,1949.8,cellular,no
50,student,tertiary,5029.6,telephone,no
19,self-employed,primary,348.19,cellular,no
31,technician,secondary,349.63,unknown,no
18,technician,tertiary,1177.88,cellular,no
75,self-employed,tertiary,5421.48,cellular,no
33,management,unknown,5502.93,cellular,no
64,technician,secondary,589.02,cellular,no
61,blue-collar,unknown,793.58,cellular,no
31,services,secondary,3857.77,cellular,yes
41,technician,tertiary,2140.9,cellular,no
72,entrepreneur,tertiary,5910.15,cellular,yes
32,technician,primary,6721.43,cellular,yes
89,admin.,secondary,652.58,cellular,no
51,technician,secondary,2369.53,cellular,no
19,retired,secondary,267.35,unknown,no
44,technician,tertiary,2730.38,cellular,no
91,management,tertiary,1684.59,cellular,no
89,retired,primary,4852.02,cellular,no
40,unemployed,secondary,5102.04,cellular,no
85,technician,secondary,396.74,cellular,no
31,blue-collar,secondary,1070.75,cellular,yes
80,technician,secondary,1411.71,cellular,yes
82,blue-collar,tertiary,3331.7,cellular,no
85,management,primary,3013.32,cellular,yes
80,admin.,unknown,5082.27,cellular,no
81,blue-collar,secondary,1752.98,cellular,no
49,technician,secondary,682.56,cellular,no
30,technician,secondary,-9.23,unknown,yes
83,services,tertiary,577.21,cellular,no
36,blue-collar,unknown,1820.82,unknown,no
41,technician,secondary,5206.5,telephone,yes
28,technician,secondary,714.41,unknown,no
76,admin.,tertiary,3359.33,cellular,no
32,management,tertiary,2272.45,cellular,yes
27,management,secondary,1106.08,cellular,yes
58,technician,primary,3227.69,unknown,yes
44,admin.,secondary,2636.8,cellular,yes
77,management,primary,4834.28,cellular,yes
90,blue-collar,secondary,2369.21,cellular,yes
69,blue-collar,secondary,808.21,cellular,no
45,entrepreneur,secondary,3148.86,unknown,no
82,admin.,secondary,11843.74,cellular,yes
34,self-employed,tertiary,2378.21,unknown,yes
61,services,tertiary,1142.87,cellular,yes
27,student,secondary,715.95,cellular,yes
80,technician,tertiary,997.79,cellular,yes
64,management,secondary,1190.62,cellular,yes
55,services,secondary,6721.76,unknown,yes
87,services,unknown,336.35,unknown,yes
93,unemployed,primary,1355.64,cellular,no
70,blue-collar,secondary,3409.88,unknown,yes
61,student,secondary,3320.82,cellular,yes
91,retired,tertiary,447.41,cellular,no
71,management,secondary,980.68,cellular,no
37,admin.,tertiary,3785.11,cellular,yes
48,student,tertiary,1627.29,cellular,yes
24,management,secondary,1307.47,cellular,yes
75,blue-collar,secondary,1631.63,cellular,no
27,management,tertiary,293.86,cellular,no
27,management,secondary,1504.5,cellular,yes
56,self-employed,secondary,754.16,cellular,yes
45,technician,tertiary,5305.9,unknown,no
47,services,tertiary,2649.46,cellular,yes
54,technician,secondary,4347.56,telephone,yes
84,blue-collar,primary,2760.94,unknown,yes
60,admin.,tertiary,2665.74,cellular,no
69,admin.,secondary,1799.7,cellular,yes
73,services,secondary,806.36,cellular,yes
93,management,tertiary,2347.1,unknown,no
85,management,secondary,2541.57,cellular,no
26,admin.,secondary,8233.6,cellular,no
40,self-employed,tertiary,3657.21,unknown,yes
80,self-employed,tertiary,299.73,cellular,no
78,technician,tertiary,2821.14,cellular,yes
57,blue-collar,tertiary,5726.31,unknown,yes
61,management,secondary,1620.95,unknown,yes
41,technician,secondary,2554.23,cellular,no
68,technician,tertiary,1267.23,unknown,no
75,management,tertiary,4810.65,cellular,yes
50,management,tertiary,1363.32,cellular,no
33,services,secondary,1248.85,cellular,no
39,blue-collar,unknown,1070.04,cellular,yes
74,management,secondary,1285.27,cellular,yes
79,blue-collar,secondary,3718.55,cellular,yes
88,technician,secondary,7173.79,unknown,no
89,management,secondary,1025.66,cellular,no
87,services,tertiary,2910.33,cellular,yes
47,management,secondary,2032.6,cellular,yes
40,blue-collar,secondary,5975.14,unknown,yes
49,blue-collar,secondary,467.94,cellular,no
74,services,tertiary,2997.42,cellular,yes
26,blue-collar,primary,977.98,cellular,no
48,self-employed,tertiary,1388.69,cellular,yes
88,retired,secondary,553.03,unknown,no
26,technician,tertiary,1503.44,unknown,yes
30,blue-collar,secondary,3149.64,cellular,yes
75,admin.,secondary,1551.94,cellular,yes
20,entrepreneur,primary,2282.69,cellular,no
52,management,secondary,2534.28,cellular,yes
38,management,secondary,3276.33,cellular,no
81,admin.,secondary,1030.36,unknown,yes
69,management,secondary,1018.4,cellular,yes
51,housemaid,secondary,1141.52,unknown,no
52,admin.,secondary,2313.4,cellular,yes
32,management,secondary,1959.42,cellular,no
23,self-employed,primary,113.52,telephone,no
49,management,tertiary,890.66,cellular,no
69,management,primary,328.9,unknown,yes
45,management,tertiary,230.44,cellular,yes
81,management,tertiary,6750.61,unknown,yes
36,technician,secondary,8816.28,cellular,no
32,admin.,secondary,1321.41,cellular,no
23,retired,tertiary,1414.57,cellular,yes
90,unknown,secondary,3725.81,cellular,no
55,admin.,secondary,3866.13,cellular,no
43,technician,secondary,3030.09,telephone,no
68,management,tertiary,2491.9,cellular,yes
90,blue-collar,unknown,1723.07,cellular,yes
70,technician,secondary,873.61,cellular,yes
73,entrepreneur,tertiary,3985.51,unknown,yes
76,admin.,primary,3636.94,unknown,yes
87,self-employed,secondary,1321.11,cellular,yes
75,management,secondary,1184.88,cellular,yes
30,blue-collar,secondary,1747.38,unknown,no
60,services,primary,2649.47,cellular,no
93,blue-collar,secondary,2236.99,cellular,no
68,technician,secondary,4740.95,cellular,yes
36,admin.,secondary,658.46,cellular,yes
38,management,primary,800.88,unknown,no
41,unemployed,primary,2215.63,cellular,no
43,blue-collar,secondary,2730.17,cellular,no
62,management,primary,293.84,cellular,no
45,management,secondary,459.76,cellular,no
46,technician,secondary,2338.29,cellular,yes
34,unemployed,primary,1042.94,cellular,no
85,blue-collar,tertiary,1301.27,cellular,no
61,blue-collar,secondary,2047.32,cellular,yes
78,management,secondary,2541.32,unknown,no
85,self-employed,tertiary,2722.07,cellular,yes
91,entrepreneur,primary,874.59,cellular,yes
42,retired,primary,1374.17,unknown,no
84,management,tertiary,548.33,cellular,no
19,retired,primary,3131.7,unknown,yes
66,management,tertiary,3606.65,unknown,yes
87,management,tertiary,1695.0,cellular,yes
43,services,tertiary,592.66,cellular,yes
89,management,secondary,952.53,telephone,yes
44,management,secondary,1301.71,cellular,no
35,management,secondary,263.02,cellular,no
71,technician,tertiary,2052.55,unknown,yes
18,blue-collar,secondary,2836.47,cellular,yes
78,management,secondary,1605.89,cellular,yes
20,admin.,secondary,4279.75,cellular,yes
85,services,secondary,933.64,unknown,no
58,entrepreneur,tertiary,3666.2,unknown,no
54,blue-collar,secondary,495.37,cellular,no
68,services,secondary,1042.03,cellular,yes
32,self-employed,tertiary,1158.15,telephone,yes
25,admin.,primary,1488.58,cellular,no
55,self-employed,secondary,247.65,cellular,no
73,technician,secondary,1595.86,cellular,yes
64,admin.,primary,658.72,cellular,no
27,management,secondary,3531.83,cellular,no
66,services,primary,1362.93,cellular,yes
58,management,secondary,2104.27,cellular,yes
47,blue-collar,secondary,4650.08,unknown,no
22,unemployed,secondary,2415.79,unknown,no
88,management,secondary,1088.92,unknown,no
48,management,primary,1108.45,telephone,no
69,technician,unknown,2012.39,unknown,no
40,admin.,unknown,476.28,cellular,no
65,retired,primary,40.25,cellular,no
57,admin.,primary,2453.75,cellular,yes
23,blue-collar,tertiary,4388.38,cellular,yes
55,management,primary,1344.16,cellular,yes
58,technician,secondary,2566.77,unknown,yes
44,management,secondary,2544.45,unknown,yes
92,technician,tertiary,1828.78,cellular,no
86,management,primary,2836.79,cellular,yes
74,blue-collar,tertiary,1984.2,cellular,no
34,management,primary,778.2,cellular,no
88,technician,secondary,4025.63,cellular,yes
64,blue-collar,tertiary,2904.03,telephone,yes
30,technician,unknown,1119.62,unknown,no
28,blue-collar,secondary,5195.95,cellular,yes
41,management,primary,6561.91,unknown,yes
90,management,tertiary,2936.83,cellular,yes
21,unemployed,tertiary,7124.43,cellular,yes
63,blue-collar,primary,1246.95,cellular,no
35,admin.,secondary,697.49,unknown,no
60,services,secondary,1379.55,cellular,yes
50,entrepreneur,tertiary,1327.03,cellular,no
27,admin.,secondary,1668.07,cellular,yes
90,management,secondary,1353.78,cellular,yes
76,blue-collar,secondary,3504.7,cellular,no
48,retired,primary,1278.74,unknown,no
45,blue-collar,secondary,1062.58,cellular,yes
77,blue-collar,secondary,284.06,telephone,no
20,blue-collar,primary,5481.4,telephone,no
72,blue-collar,primary,2959.77,cellular,no
31,retired,tertiary,1628.79,cellular,no
75,management,tertiary,3572.02,cellular,yes
32,management,secondary,2711.96,cellular,no
19,blue-collar,secondary,4766.4,cellular,yes
41,entrepreneur,secondary,2128.12,cellular,yes
81,technician,tertiary,1528.82,unknown,no
88,services,secondary,344.93,cellular,no
41,self-employed,tertiary,5940.88,cellular,yes
44,management,secondary,7029.3,cellular,yes
54,technician,secondary,2309.63,telephone,no
56,blue-collar,tertiary,1201.52,cellular,no
80,student,primary,1296.06,cellular,no
43,blue-collar,secondary,1247.23,cellular,no
82,blue-collar,secondary,624.54,cellular,no
21,technician,secondary,1251.15,unknown,no
46,entrepreneur,secondary,156.09,cellular,no
18,management,tertiary,7458.0,unknown,no
67,entrepreneur,secondary,986.07,unknown,no
28,services,secondary,4050.99,cellular,no
91,admin.,primary,2172.52,unknown,no
76,management,tertiary,823.84,unknown,no
79,technician,secondary,587.27,unknown,no
53,blue-collar,secondary,8317.28,telephone,no
73,self-employed,secondary,2775.66,cellular,yes
38,blue-collar,secondary,605.44,cellular,no
30,entrepreneur,tertiary,1207.77,cellular,yes
26,management,tertiary,3163.08,cellular,yes
28,blue-collar,secondary,672.92,cellular,no
92,unemployed,tertiary,2210.97,unknown,yes
87,blue-collar,secondary,2099.93,cellular,no
18,management,secondary,1844.68,cellular,no
87,retired,primary,1069.72,cellular,no
94,blue-collar,secondary,9267.96,unknown,yes
73,technician,secondary,2306.06,unknown,yes
48,blue-collar,primary,3558.25,cellular,yes
54,self-employed,secondary,1255.8,cellular,yes
64,management,secondary,3341.61,cellular,yes
64,blue-collar,tertiary,395.27,telephone,no
86,blue-collar,tertiary,915.14,telephone,yes
75,blue-collar,primary,5486.01,cellular,no
53,management,secondary,5215.44,unknown,no
49,entrepreneur,secondary,2464.72,unknown,no
81,management,secondary,1399.15,cellular,no
88,admin.,tertiary,3888.25,unknown,yes
59,unemployed,secondary,1874.59,cellular,yes
65,blue-collar,tertiary,51.53,cellular,no
91,unemployed,secondary,1042.39,unknown,no
47,technician,secondary,1432.87,cellular,no
38,admin.,secondary,945.5,unknown,no
77,self-employed,unknown,748.72,cellular,no
30,technician,primary,1016.44,cellular,yes
18,blue-collar,unknown,4594.75,cellular,yes
82,blue-collar,secondary,1011.74,unknown,yes
50,blue-collar,secondary,2240.68,cellular,no
55,technician,secondary,2381.65,cellular,yes
42,blue-collar,tertiary,1614.33,cellular,yes
43,entrepreneur,secondary,2725.64,cellular,no
94,management,secondary,2778.86,cellular,yes
76,management,secondary,1108.78,unknown,yes
50,management,secondary,3410.7,cellular,no
58,admin.,secondary,886.99,unknown,no
47,housemaid,secondary,3023.96,cellular,no
74,entrepreneur,secondary,3287.94,cellular,yes
66,student,secondary,578.16,cellular,no
65,management,tertiary,1635.77,unknown,no
89,blue-collar,tertiary,684.92,unknown,no
66,technician,secondary,408.6,cellular,no
64,blue-collar,tertiary,1137.43,unknown,yes
73,retired,secondary,454.45,cellular,no
82,housemaid,secondary,2372.38,cellular,no
29,unemployed,tertiary,2893.96,cellular,no
86,self-employed,unknown,3588.17,cellular,yes
23,entrepreneur,tertiary,834.17,cellular,no
82,entrepreneur,secondary,1935.99,cellular,no
42,admin.,tertiary,661.86,cellular,yes
18,unemployed,secondary,1651.34,cellular,no
49,retired,secondary,3484.33,cellular,yes
20,management,secondary,535.77,unknown,yes
66,admin.,tertiary,6400.31,cellular,no
36,blue-collar,secondary,3099.44,cellular,yes
77,services,tertiary,2313.29,telephone,no
46,management,tertiary,1867.7,unknown,yes
67,blue-collar,secondary,2435.28,unknown,no
19,housemaid,primary,8106.26,cellular,no
90,blue-collar,tertiary,3327.13,cellular,yes
73,management,secondary,5393.89,cellular,yes
34,management,secondary,1564.47,cellular,no
77,technician,tertiary,884.72,unknown,no
53,management,secondary,5491.24,cellular,no
78,admin.,primary,4112.21,cellular,yes
34,student,secondary,1361.84,unknown,no
66,management,secondary,2564.82,unknown,no
93,technician,primary,4641.29,unknown,yes
77,services,unknown,644.54,telephone,no
37,management,secondary,1753.95,unknown,yes
67,management,tertiary,1246.04,cellular,no
20,admin.,secondary,2593.06,cellular,yes
60,self-employed,tertiary,902.11,cellular,no
74,technician,primary,2524.1,cellular,yes
67,admin.,secondary,2779.55,unknown,yes
85,admin.,secondary,3535.08,cellular,yes
67,management,secondary,1647.17,unknown,yes
54,technician,secondary,415.39,unknown,yes
63,admin.,secondary,568.07,cellular,yes
59,management,primary,1517.15,cellular,no
32,retired,secondary,2400.22,cellular,yes
50,admin.,secondary,451.81,cellular,no
28,services,tertiary,4419.75,cellular,yes
37,management,secondary,2959.91,unknown,yes
41,technician,secondary,1555.19,cellular,yes
81,management,secondary,869.79,cellular,no
82,admin.,tertiary,2161.63,cellular,no
90,admin.,secondary,1166.73,cellular,yes
93,management,tertiary,1322.09,unknown,yes
34,technician,secondary,8352.81,unknown,no
78,admin.,tertiary,3513.83,cellular,yes
32,management,tertiary,1022.83,telephone,no
68,housemaid,tertiary,1705.52,cellular,no
44,blue-collar,secondary,3084.29,cellular,no
91,blue-collar,secondary,3768.96,cellular,yes
78,entrepreneur,primary,2667.69,cellular,yes
75,student,secondary,1267.12,cellular,no
48,blue-collar,secondary,1940.6,unknown,yes
29,retired,tertiary,3055.19,cellular,yes
63,services,primary,4528.6,unknown,no
48,technician,secondary,2599.08,cellular,yes
49,blue-collar,tertiary,875.42,unknown,no
49,student,tertiary,3708.26,unknown,no
70,management,secondary,1244.75,cellular,yes
78,blue-collar,tertiary,2005.98,cellular,yes
63,management,primary,3805.76,unknown,yes
91,management,unknown,1631.69,cellular,yes
24,management,secondary,4179.82,cellular,yes
21,management,tertiary,383.62,unknown,yes
69,services,secondary,1577.28,telephone,yes
48,blue-collar,secondary,650.62,unknown,no
92,entrepreneur,tertiary,2054.26,unknown,no
53,entrepreneur,secondary,594.76,cellular,no
71,technician,secondary,1577.88,cellular,yes
71,housemaid,secondary,2889.13,unknown,no
34,services,secondary,3957.01,cellular,no
92,services,secondary,2164.37,cellular,no
47,blue-collar,secondary,1045.04,unknown,no
39,services,tertiary,1620.82,cellular,yes
60,admin.,secondary,4195.8,unknown,yes
44,management,tertiary,3796.02,cellular,yes
54,blue-collar,primary,4481.66,cellular,yes
63,services,secondary,3993.32,cellular,no
52,retired,tertiary,3091.79,unknown,yes
21,blue-collar,tertiary,1326.89,cellular,yes
43,blue-collar,tertiary,2752.48,unknown,yes
36,housemaid,secondary,4170.03,cellular,yes
62,management,tertiary,4907.49,cellular,yes
43,technician,secondary,4203.24,cellular,no
39,services,secondary,1963.76,cellular,yes
75,management,tertiary,1916.19,cellular,no
80,blue-collar,secondary,2109.57,unknown,yes
45,admin.,tertiary,1920.17,unknown,yes
82,services,tertiary,2552.49,unknown,yes
61,blue-collar,tertiary,5264.89,unknown,no
60,blue-collar,secondary,3792.01,telephone,no
54,blue-collar,unknown,2642.02,cellular,no
83,blue-collar,tertiary,1406.93,cellular,yes
34,blue-collar,secondary,1609.27,cellular,yes
57,blue-collar,secondary,1893.01,cellular,no
55,management,tertiary,352.38,cellular,no
78,student,primary,3002.67,unknown,yes
26,management,tertiary,3527.84,unknown,no
94,technician,tertiary,396.47,cellular,no
92,services,secondary,1055.64,unknown,yes
78,blue-collar,secondary,3311.38,cellular,yes
33,unknown,secondary,4463.65,cellular,no
19,technician,tertiary,2807.81,cellular,no
89,admin.,secondary,7024.75,cellular,yes
60,entrepreneur,secondary,3092.89,cellular,yes
59,housemaid,secondary,1310.3,unknown,yes
94,technician,primary,4614.61,unknown,no
74,management,tertiary,4211.33,cellular,yes
84,blue-collar,secondary,889.93,cellular,no
47,services,primary,1141.38,cellular,no
30,entrepreneur,secondary,2763.39,unknown,no
36,admin.,secondary,3785.92,cellular,no
24,admin.,secondary,712.8,cellular,no
26,technician,secondary,1190.35,unknown,no
71,services,secondary,3758.44,unknown,yes
78,admin.,tertiary,2625.67,unknown,yes
19,admin.,tertiary,2632.83,cellular,no
67,blue-collar,tertiary,1762.67,unknown,yes
92,technician,tertiary,2387.01,cellular,yes
48,housemaid,tertiary,1184.07,cellular,no
50,services,secondary,1573.99,cellular,yes
28,blue-collar,tertiary,2480.0,unknown,no
50,technician,tertiary,4106.57,cellular,no
24,technician,primary,1206.35,unknown,no
48,management,secondary,3387.89,unknown,yes
65,management,secondary,2092.13,unknown,no
64,blue-collar,tertiary,1124.69,unknown,yes
70,blue-collar,tertiary,4592.93,cellular,yes
36,blue-collar,secondary,1965.5,unknown,no
23,management,tertiary,431.22,cellular,yes
66,housemaid,secondary,927.93,unknown,no
90,retired,unknown,7392.62,unknown,no
67,student,secondary,2207.34,cellular,yes
29,blue-collar,secondary,1351.49,telephone,yes
40,admin.,secondary,2441.04,cellular,yes
71,services,secondary,1238.88,cellular,yes
86,management,secondary,982.53,cellular,no
76,blue-collar,tertiary,692.14,cellular,yes
53,management,primary,358.5,cellular,no
20,blue-collar,secondary,707.42,cellular,no
75,services,tertiary,1652.88,cellular,no
72,technician,secondary,1100.42,unknown,yes
74,admin.,secondary,289.51,cellular,no
34,management,secondary,589.87,cellular,yes
56,blue-collar,secondary,757.07,cellular,no
85,services,tertiary,447.51,unknown,no
72,retired,secondary,1264.7,unknown,no
62,admin.,primary,1188.56,cellular,yes
93,admin.,tertiary,855.16,unknown,no
18,blue-collar,tertiary,3619.63,cellular,yes
38,services,primary,1354.11,cellular,no
38,blue-collar,primary,340.18,cellular,no
69,unemployed,tertiary,651.65,unknown,no
60,unemployed,secondary,5985.46,cellular,yes
69,technician,secondary,6178.71,unknown,yes
84,management,tertiary,853.95,telephone,yes
61,blue-collar,tertiary,1117.06,cellular,yes
49,blue-collar,primary,3153.55,cellular,yes
27,blue-collar,secondary,2381.95,cellular,yes
81,technician,secondary,1052.88,unknown,no
86,technician,secondary,1450.56,unknown,no
85,management,primary,434.41,cellular,no
45,blue-collar,secondary,345.69,unknown,yes
70,services,secondary,3045.09,cellular,yes
68,admin.,secondary,4377.44,telephone,yes
70,blue-collar,secondary,553.08,cellular,no
21,services,secondary,2987.27,cellular,yes
34,technician,tertiary,1015.68,cellular,no
84,technician,secondary,956.28,cellular,no
91,services,tertiary,4417.64,cellular,yes
64,management,unknown,1769.29,cellular,yes
73,services,unknown,2020.38,cellular,yes
40,admin.,tertiary,3772.27,cellular,yes
35,admin.,tertiary,282.61,cellular,yes
18,services,secondary,1494.11,cellular,no
52,blue-collar,unknown,869.59,unknown,no
81,admin.,secondary,306.82,unknown,yes
75,management,secondary,3569.45,cellular,yes
76,admin.,secondary,166.35,cellular,no
18,technician,secondary,2658.77,telephone,yes
20,technician,secondary,2561.72,cellular,no
84,admin.,tertiary,649.3,cellular,yes
54,blue-collar,tertiary,2564.33,telephone,yes
46,management,tertiary,4684.73,cellular,no
50,unemployed,secondary,450.11,unknown,no
78,admin.,primary,1052.43,cellular,yes
21,technician,secondary,3624.75,unknown,yes
31,services,secondary,1666.84,cellular,yes
50,blue-collar,tertiary,2579.33,telephone,yes
39,services,primary,1040.37,unknown,no
65,management,secondary,507.97,cellular,yes
20,services,tertiary,1204.61,unknown,yes
40,admin.,tertiary,3347.2,unknown,yes
85,self-employed,primary,584.31,cellular,no
38,management,secondary,3474.45,unknown,yes
60,blue-collar,secondary,2356.21,cellular,no
43,blue-collar,secondary,2274.22,cellular,yes
58,management,secondary,916.87,cellular,yes
55,admin.,secondary,706.16,unknown,no
28,retired,unknown,1416.35,telephone,no
46,technician,secondary,4961.35,unknown,yes
77,management,primary,210.68,cellular,no
84,retired,secondary,2011.16,telephone,yes
82,blue-collar,primary,849.97,cellular,no
78,blue-collar,tertiary,2185.19,cellular,yes
36,blue-collar,secondary,1592.06,cellular,no
63,technician,tertiary,1215.12,telephone,no
66,services,secondary,719.78,cellular,no
39,admin.,secondary,1476.55,cellular,no
74,blue-collar,secondary,2191.49,cellular,yes
31,self-employed,secondary,769.07,cellular,no
61,technician,tertiary,1141.46,cellular,yes
33,admin.,tertiary,1778.93,cellular,yes
94,management,secondary,1064.57,cellular,no
29,unemployed,primary,456.68,cellular,no
72,management,primary,1542.12,unknown,yes
68,admin.,secondary,620.24,cellular,no
56,student,secondary,724.38,cellular,yes
50,blue-collar,secondary,1086.21,unknown,no
50,technician,tertiary,548.45,cellular,no
46,unknown,secondary,1069.41,cellular,yes
86,management,secondary,867.9,cellular,no
87,management,tertiary,1702.39,cellular,yes
48,management,tertiary,2136.85,cellular,no
48,unemployed,secondary,1287.48,cellular,no
63,blue-collar,primary,179.49,cellular,no
94,admin.,tertiary,324.92,cellular,no
69,self-employed,secondary,2029.28,unknown,yes
27,technician,tertiary,887.33,cellular,no
91,blue-collar,secondary,203.24,cellular,no
58,retired,secondary,945.45,unknown,no
94,technician,secondary,5099.58,unknown,yes
20,technician,secondary,653.76,cellular,yes
76,entrepreneur,secondary,5080.02,unknown,yes
69,management,secondary,3912.21,unknown,yes
51,blue-collar,tertiary,3213.54,cellular,yes
66,management,tertiary,4214.35,unknown,yes
45,blue-collar,secondary,506.24,cellular,no
30,management,secondary,348.25,cellular,no
86,services,tertiary,532.95,unknown,no
84,services,secondary,339.77,unknown,no
78,unemployed,secondary,1004.11,cellular,yes
77,management,secondary,3119.6,cellular,yes
88,technician,primary,734.58,cellular,yes
41,self-employed,primary,719.81,cellular,no
80,blue-collar,tertiary,1997.9,cellular,no
78,admin.,secondary,547.26,unknown,no
40,student,tertiary,993.62,cellular,no
47,blue-collar,secondary,855.58,cellular,no
77,technician,secondary,3136.89,cellular,no
35,technician,tertiary,1594.85,cellular,yes
73,blue-collar,tertiary,1895.23,cellular,no
70,blue-collar,secondary,564.78,cellular,yes
24,technician,secondary,7766.46,telephone,yes
86,technician,tertiary,843.39,cellular,no
89,services,primary,3238.5,cellular,yes
69,management,tertiary,5019.67,cellular,yes
21,technician,secondary,1226.43,cellular,no
51,admin.,primary,1670.39,cellular,yes
86,blue-collar,tertiary,618.35,unknown,yes
50,blue-collar,tertiary,2026.18,unknown,yes
86,management,secondary,3193.12,cellular,no
55,services,secondary,2396.74,unknown,yes
43,management,secondary,3990.64,unknown,no
18,management,secondary,2212.95,cellular,yes
21,self-employed,secondary,1709.7,cellular,yes
56,blue-collar,tertiary,1409.69,cellular,no
71,technician,secondary,817.74,cellular,yes
50,management,primary,1112.45,cellular,yes
50,management,secondary,665.15,unknown,yes
89,retired,secondary,1849.95,cellular,yes
37,management,tertiary,6908.5,cellular,yes
33,blue-collar,secondary,857.47,cellular,no
38,blue-collar,secondary,1229.27,cellular,no
62,management,secondary,1880.96,unknown,yes
79,unemployed,primary,2279.63,unknown,no
48,blue-collar,unknown,1532.09,unknown,no
59,blue-collar,tertiary,1002.89,unknown,no
29,self-employed,tertiary,4661.37,cellular,no
82,technician,secondary,5406.74,unknown,yes
90,technician,primary,2154.81,cellular,yes
20,entrepreneur,unknown,4943.83,cellular,yes
26,blue-collar,tertiary,1373.92,cellular,no
68,unknown,tertiary,4963.6,cellular,yes
33,admin.,tertiary,1170.28,cellular,yes
20,retired,secondary,197.03,unknown,no
41,technician,primary,7903.76,unknown,no
90,management,tertiary,279.72,cellular,no
30,technician,tertiary,2635.8,cellular,yes
19,technician,tertiary,339.96,cellular,no
88,admin.,primary,572.56,cellular,no
38,retired,tertiary,658.71,unknown,no
36,services,secondary,1611.92,cellular,yes
64,admin.,secondary,8548.25,unknown,no
39,services,unknown,4298.44,cellular,yes
92,technician,tertiary,2525.0,cellular,yes
50,self-employed,primary,674.79,unknown,yes
49,services,primary,233.24,cellular,no
81,services,tertiary,1786.87,cellular,no
56,unemployed,secondary,3328.47,unknown,no
89,retired,secondary,578.5,cellular,yes
59,blue-collar,tertiary,870.04,cellular,yes
26,retired,secondary,512.12,unknown,no
42,self-employed,tertiary,5873.61,cellular,yes
